"","HI1A","HI1B","HI1C","HI1D","HI1E","HI3Y","HI6","HI7","HI2","HI11","EDUC","HL33","AGEREC","WLTHSCOR","WLTHIND5"
"3567",20,83,108,108,NA,2001,"Rural","Bas-congo",60,1,"Secondary+","Masculin","50 ans et plus",-0.146345600632939,"Fourth"
"3568",20,83,108,108,NA,2001,"Rural","Bas-congo",61,3,"Secondary+","Masculin","50 ans et plus",0.887744575964897,"Richest"
"3569",20,83,108,108,NA,2001,"Rural","Bas-congo",62,1,"Secondary+","Masculin","25 a 49 ans",-0.632061210584086,"Second"
"3570",20,83,108,108,NA,2001,"Rural","Bas-congo",63,3,"Secondary+","Masculin","25 a 49 ans",-0.161498740962383,"Fourth"
"3571",20,83,108,108,NA,2001,"Rural","Bas-congo",64,1,"Secondary+","Masculin","25 a 49 ans",-0.148889929169648,"Fourth"
"3572",20,83,108,108,NA,2001,"Rural","Bas-congo",65,0,"Secondary+","Masculin","50 ans et plus",-0.577000885200769,"Middle"
"3573",20,83,108,108,NA,2001,"Rural","Bas-congo",66,0,"Primary","Feminin","50 ans et plus",-0.637149867657504,"Second"
"3574",20,83,108,108,NA,2001,"Rural","Bas-congo",67,NA,NA,NA,NA,NA,NA
"3575",20,83,108,108,NA,2001,"Rural","Bas-congo",68,1,"Primary","Masculin","25 a 49 ans",-0.14825384703547,"Fourth"
"3576",20,83,108,108,NA,2001,"Rural","Bas-congo",69,0,"Primary","Masculin","50 ans et plus",-0.527941795526068,"Middle"
"3577",20,83,108,108,NA,2001,"Rural","Bas-congo",70,2,"Primary","Masculin","50 ans et plus",-0.241186294114699,"Fourth"
"3578",20,83,108,108,NA,2001,"Rural","Bas-congo",71,0,"Primary","Masculin","50 ans et plus",-0.577000885200769,"Middle"
"3579",20,83,108,108,NA,2001,"Rural","Bas-congo",72,0,"Secondary+","Masculin","50 ans et plus",-0.0464921489417318,"Fourth"
"3580",20,83,108,108,NA,2001,"Rural","Bas-congo",73,0,"Secondary+","Masculin","25 a 49 ans",-0.528577877660245,"Middle"
"3581",20,83,108,108,NA,2001,"Rural","Bas-congo",74,1,"Primary","Feminin","50 ans et plus",-0.521580974184295,"Middle"
"3582",20,83,108,108,NA,2001,"Rural","Bas-congo",75,1,"None","Masculin","50 ans et plus",0.450136413223198,"Fourth"
"3583",20,83,108,108,NA,2001,"Rural","Bas-congo",76,2,"Primary","Feminin","25 a 49 ans",-0.0371375285015022,"Fourth"
"3584",20,83,108,108,NA,2001,"Rural","Bas-congo",77,2,"Primary","Masculin","50 ans et plus",-0.526669631257713,"Middle"
"3585",20,83,108,108,NA,2001,"Rural","Bas-congo",78,1,"Primary","Masculin"," < 25 ans",-0.527941795526068,"Middle"
"3586",20,83,108,108,NA,2001,"Rural","Bas-congo",79,0,"Primary","Feminin","50 ans et plus",-0.0422261855749203,"Fourth"
"3587",20,83,108,108,NA,2001,"Rural","Bas-congo",80,0,"Secondary+","Masculin","25 a 49 ans",-0.578273049469123,"Middle"
"3588",21,86,109,109,NA,2001,"Rural","Bas-congo",1379,1,"Primary","Masculin","25 a 49 ans",-0.530837116510767,"Middle"
"3589",21,86,109,109,NA,2001,"Rural","Bas-congo",1380,2,"Primary","Masculin","25 a 49 ans",-0.568903869952312,"Middle"
"3590",21,86,109,109,NA,2001,"Rural","Bas-congo",1381,1,"Secondary+","Masculin","25 a 49 ans",-0.685572875198028,"Second"
"3591",21,86,109,109,NA,2001,"Rural","Bas-congo",1382,1,"None","Feminin","25 a 49 ans",-0.683664628795496,"Second"
"3592",21,86,109,109,NA,2001,"Rural","Bas-congo",1383,1,"None","Feminin","50 ans et plus",-0.686208957332205,"Second"
"3593",21,86,109,109,NA,2001,"Rural","Bas-congo",1384,1,"Primary","Masculin","25 a 49 ans",-0.524476295168995,"Middle"
"3594",21,86,109,109,NA,2001,"Rural","Bas-congo",1385,3,"None","Feminin","25 a 49 ans",-0.683664628795496,"Second"
"3595",21,86,109,109,NA,2001,"Rural","Bas-congo",1386,1,"Primary","Masculin","50 ans et plus",-0.421589069497119,"Fourth"
"3596",21,86,109,109,NA,2001,"Rural","Bas-congo",1387,1,"None","Feminin","50 ans et plus",-0.684300710929674,"Second"
"3597",21,86,109,109,NA,2001,"Rural","Bas-congo",1388,4,"None","Masculin","50 ans et plus",-0.531685226023004,"Middle"
"3598",21,86,109,109,NA,2001,"Rural","Bas-congo",1389,1,"Secondary+","Masculin","25 a 49 ans",0.0610927664733596,"Fourth"
"3599",21,86,109,109,NA,2001,"Rural","Bas-congo",1390,1,"Secondary+","Masculin","25 a 49 ans",-0.0955512386164329,"Fourth"
"3600",21,86,109,109,NA,2001,"Rural","Bas-congo",1391,1,"Primary","Masculin","25 a 49 ans",-0.686845039466383,"Second"
"3601",21,86,109,109,NA,2001,"Rural","Bas-congo",1392,1,"None","Feminin","25 a 49 ans",-0.686208957332205,"Second"
"3602",21,86,109,109,NA,2001,"Rural","Bas-congo",1393,1,"None","Masculin","25 a 49 ans",0.543415938375562,"Fourth"
"3603",21,86,109,109,NA,2001,"Rural","Bas-congo",1394,1,"Primary","Masculin","25 a 49 ans",-0.370197678663768,"Fourth"
"3604",21,86,109,109,NA,2001,"Rural","Bas-congo",1395,1,"Primary","Masculin","25 a 49 ans",-0.686845039466383,"Second"
"3605",21,86,109,109,NA,2001,"Rural","Bas-congo",1396,1,"Primary","Masculin","25 a 49 ans",-0.57399252702573,"Middle"
"3606",21,86,109,109,NA,2001,"Rural","Bas-congo",1397,1,"Primary","Masculin","25 a 49 ans",-0.685572875198028,"Second"
"3607",21,86,109,109,NA,2001,"Rural","Bas-congo",1398,1,"None","Masculin","25 a 49 ans",-0.200493347381058,"Fourth"
"3608",21,86,109,109,NA,2001,"Rural","Bas-congo",1399,1,"Primary","Masculin","25 a 49 ans",0.419783208661673,"Fourth"
"3609",21,86,109,109,NA,2001,"Rural","Bas-congo",1400,1,"None","Masculin","50 ans et plus",-0.532109280779122,"Middle"
"3610",21,86,109,109,NA,2001,"Rural","Bas-congo",1401,4,"Primary","Masculin","50 ans et plus",0.54477291359514,"Fourth"
"3611",21,86,109,109,NA,2001,"Rural","Bas-congo",1402,1,"Secondary+","Masculin","25 a 49 ans",-0.530837116510767,"Middle"
"3612",21,86,109,109,NA,2001,"Rural","Bas-congo",1403,1,"Secondary+","Masculin","25 a 49 ans",-0.532957390291358,"Middle"
"3613",21,86,109,109,NA,2001,"Rural","Bas-congo",1404,1,"Secondary+","Masculin","25 a 49 ans",0.835333023123462,"Richest"
"3614",22,89,110,110,NA,2001,"Rural","Bandundu",5201,2,"Secondary+","Masculin","25 a 49 ans",-0.539662419896152,"Middle"
"3615",22,89,110,110,NA,2001,"Rural","Bandundu",5202,3,"Secondary+","Masculin","50 ans et plus",-0.540425718457165,"Middle"
"3616",22,89,110,110,NA,2001,"Rural","Bandundu",5203,1,"Secondary+","Masculin","25 a 49 ans",-0.619260478090286,"Second"
"3617",22,89,110,110,NA,2001,"Rural","Bandundu",5204,3,"None","Masculin","50 ans et plus",-0.618624395956109,"Second"
"3618",22,89,110,110,NA,2001,"Rural","Bandundu",5205,1,"Secondary+","Masculin","25 a 49 ans",-0.619260478090286,"Second"
"3619",22,89,110,110,NA,2001,"Rural","Bandundu",5206,4,"Primary","Masculin","25 a 49 ans",-0.274745693731783,"Fourth"
"3620",22,89,110,110,NA,2001,"Rural","Bandundu",5207,5,"Primary","Masculin","50 ans et plus",-0.619260478090286,"Second"
"3621",22,89,110,110,NA,2001,"Rural","Bandundu",5208,0,"None","Masculin","50 ans et plus",-0.056236705628043,"Fourth"
"3622",22,89,110,110,NA,2001,"Rural","Bandundu",5209,1,"Primary","Masculin","25 a 49 ans",-0.619472505468345,"Second"
"3623",22,89,110,110,NA,2001,"Rural","Bandundu",5210,1,"Secondary+","Masculin","25 a 49 ans",-0.541061800591342,"Middle"
"3624",22,89,110,110,NA,2001,"Rural","Bandundu",5211,1,"Secondary+","Masculin"," < 25 ans",-0.621168724492818,"Second"
"3625",22,89,110,110,NA,2001,"Rural","Bandundu",5212,1,"Primary","Masculin","50 ans et plus",-0.620320614980581,"Second"
"3626",22,89,110,110,NA,2001,"Rural","Bandundu",5213,1,"Secondary+","Masculin","25 a 49 ans",-0.619896560224463,"Second"
"3627",22,89,110,110,NA,2001,"Rural","Bandundu",5214,3,"Secondary+","Masculin","25 a 49 ans",-0.430117534553221,"Fourth"
"3628",22,89,110,110,NA,2001,"Rural","Bandundu",5215,3,"None","Feminin","25 a 49 ans",-0.619472505468345,"Second"
"3629",22,89,110,110,NA,2001,"Rural","Bandundu",5216,3,"Secondary+","Masculin","25 a 49 ans",-0.540743759524254,"Middle"
"3630",22,89,110,110,NA,2001,"Rural","Bandundu",5217,0,"Primary","Masculin"," < 25 ans",-0.541061800591342,"Middle"
"3631",22,89,110,110,NA,2001,"Rural","Bandundu",5218,4,"Secondary+","Masculin","25 a 49 ans",-0.618624395956109,"Second"
"3632",22,89,110,110,NA,2001,"Rural","Bandundu",5219,1,"Primary","Masculin","25 a 49 ans",-0.619260478090286,"Second"
"3633",22,89,110,110,NA,2001,"Rural","Bandundu",5220,3,"Primary","Masculin","25 a 49 ans",-0.11369307892178,"Fourth"
"3634",22,89,110,110,NA,2001,"Rural","Bandundu",5221,1,"Primary","Masculin","25 a 49 ans",-0.540107677390076,"Middle"
"3635",22,89,110,110,NA,2001,"Rural","Bandundu",5222,2,"Secondary+","Masculin"," < 25 ans",-0.20111267563312,"Fourth"
"3636",22,89,110,110,NA,2001,"Rural","Bandundu",5223,2,"Primary","Masculin","50 ans et plus",-0.618624395956109,"Second"
"3637",22,89,110,110,NA,2001,"Rural","Bandundu",5224,1,"Primary","Masculin","25 a 49 ans",-0.540425718457165,"Middle"
"3638",22,89,110,110,NA,2001,"Rural","Bandundu",5225,1,"Secondary+","Masculin","50 ans et plus",-0.618624395956109,"Second"
"3639",22,89,110,110,NA,2001,"Rural","Bandundu",5226,2,"Secondary+","Masculin","25 a 49 ans",-0.0686112482290237,"Fourth"
"3640",22,89,110,110,NA,2001,"Rural","Bandundu",5227,5,"Secondary+","Masculin","25 a 49 ans",-0.539153554188811,"Middle"
"3641",22,87,111,111,NA,2001,"Rural","Bandundu",5256,6,"Secondary+","Masculin","50 ans et plus",0.065896333860591,"Fourth"
"3642",22,87,111,111,NA,2001,"Rural","Bandundu",5257,1,"Primary","Masculin","25 a 49 ans",-0.600598668927743,"Middle"
"3643",22,87,111,111,NA,2001,"Rural","Bandundu",5258,1,"Secondary+","Masculin","25 a 49 ans",-0.709170658925002,"Second"
"3644",22,87,111,111,NA,2001,"Rural","Bandundu",5259,1,"None","Masculin","25 a 49 ans",0.837413322021841,"Richest"
"3645",22,87,111,111,NA,2001,"Rural","Bandundu",5260,1,"Secondary+","Masculin","25 a 49 ans",-0.595510011854325,"Middle"
"3646",22,87,111,111,NA,2001,"Rural","Bandundu",5261,1,"Primary","Masculin","50 ans et plus",-0.440138171032887,"Fourth"
"3647",22,87,111,111,NA,2001,"Rural","Bandundu",5262,1,"Primary","Masculin"," < 25 ans",-0.599326504659388,"Middle"
"3648",22,87,111,111,NA,2001,"Rural","Bandundu",5263,NA,NA,NA,NA,NA,NA
"3649",22,87,111,111,NA,2001,"Rural","Bandundu",5264,1,"Secondary+","Masculin","25 a 49 ans",0.631782582694792,"Richest"
"3650",22,87,111,111,NA,2001,"Rural","Bandundu",5265,1,"Primary","Masculin","25 a 49 ans",-0.57445655666406,"Middle"
"3651",22,87,111,111,NA,2001,"Rural","Bandundu",5266,1,"Primary","Masculin","25 a 49 ans",-0.423855331848951,"Fourth"
"3652",22,87,111,111,NA,2001,"Rural","Bandundu",5267,4,"None","Masculin","50 ans et plus",-0.576492019493427,"Middle"
"3653",22,87,111,111,NA,2001,"Rural","Bandundu",5268,5,"None","Masculin","50 ans et plus",-0.576046761999503,"Middle"
"3654",22,87,111,111,NA,2001,"Rural","Bandundu",5269,1,"Primary","Masculin","25 a 49 ans",-0.570640063858996,"Middle"
"3655",22,87,111,111,NA,2001,"Rural","Bandundu",5270,3,"None","Masculin","25 a 49 ans",0.816922766161299,"Richest"
"3656",22,87,111,111,NA,2001,"Rural","Bandundu",5271,1,"Primary","Masculin","25 a 49 ans",-0.576576830444651,"Middle"
"3657",22,87,111,111,NA,2001,"Rural","Bandundu",5272,2,"None","Masculin","25 a 49 ans",-0.566823571053933,"Middle"
"3658",22,87,111,111,NA,2001,"Rural","Bandundu",5273,3,"None","Masculin","50 ans et plus",-0.574032501907942,"Middle"
"3659",22,87,111,111,NA,2001,"Rural","Bandundu",5274,2,"Primary","Masculin","25 a 49 ans",-0.573820474529883,"Middle"
"3660",22,87,111,111,NA,2001,"Rural","Bandundu",5275,2,"Secondary+","Masculin","25 a 49 ans",0.0429346322677944,"Fourth"
"3661",22,87,111,111,NA,2001,"Rural","Bandundu",5276,1,"Secondary+","Masculin","25 a 49 ans",0.194489980284169,"Fourth"
"3662",22,87,111,111,NA,2001,"Rural","Bandundu",5277,2,"Missing/DK","Masculin","50 ans et plus",-0.573184392395705,"Middle"
"3663",22,87,111,111,NA,2001,"Rural","Bandundu",5278,4,"Primary","Masculin","50 ans et plus",-0.566823571053933,"Middle"
"3664",22,87,111,111,NA,2001,"Rural","Bandundu",5279,1,"Primary","Masculin"," < 25 ans",-0.129584751813688,"Fourth"
"3665",22,87,111,111,NA,2001,"Rural","Bandundu",5280,1,"Secondary+","Masculin"," < 25 ans",-0.599326504659388,"Middle"
"3666",22,87,111,111,NA,2001,"Rural","Bandundu",5281,1,"Secondary+","Masculin","25 a 49 ans",0.681477754503671,"Richest"
"3667",22,87,111,111,NA,2001,"Rural","Bandundu",5282,2,"Secondary+","Masculin","25 a 49 ans",0.948696823255764,"Richest"
"3668",22,87,111,111,NA,2001,"Rural","Bandundu",5283,1,"Secondary+","Masculin","25 a 49 ans",-0.442682499569596,"Middle"
"3669",22,87,111,111,NA,2001,"Rural","Bandundu",5284,1,"None","Masculin"," < 25 ans",-0.130220833947865,"Fourth"
"3670",22,87,111,111,NA,2001,"Rural","Bandundu",5285,1,"Secondary+","Masculin","25 a 49 ans",-0.600598668927743,"Middle"
"3671",22,87,111,111,NA,2001,"Rural","Bandundu",5286,1,"Secondary+","Masculin","25 a 49 ans",-0.575728720932414,"Middle"
"3672",22,87,112,112,NA,2001,"Rural","Bandundu",5339,2,"Primary","Masculin","50 ans et plus",-0.575728720932414,"Middle"
"3673",22,87,112,112,NA,2001,"Rural","Bandundu",5340,0,"Secondary+","Masculin","25 a 49 ans",-0.503644214683338,"Middle"
"3674",22,87,112,112,NA,2001,"Rural","Bandundu",5341,1,"Secondary+","Masculin","25 a 49 ans",-0.0925174646357642,"Fourth"
"3675",22,87,112,112,NA,2001,"Rural","Bandundu",5342,2,"Secondary+","Masculin","25 a 49 ans",0.0675872677802188,"Fourth"
"3676",22,87,112,112,NA,2001,"Rural","Bandundu",5343,5,"Secondary+","Masculin","50 ans et plus",-0.57678885782271,"Middle"
"3677",22,87,112,112,NA,2001,"Rural","Bandundu",5344,1,"Secondary+","Masculin","25 a 49 ans",-0.571912228127351,"Middle"
"3678",22,87,112,112,NA,2001,"Rural","Bandundu",5345,2,"Primary","Feminin","50 ans et plus",-0.57668284413368,"Middle"
"3679",22,87,112,112,NA,2001,"Rural","Bandundu",5346,0,"Primary","Feminin","50 ans et plus",-0.68748112160056,"Second"
"3680",22,87,112,112,NA,2001,"Rural","Bandundu",5347,2,"Secondary+","Masculin","25 a 49 ans",-0.36802255250288,"Fourth"
"3681",22,87,112,112,NA,2001,"Rural","Bandundu",5348,4,"Secondary+","Masculin","50 ans et plus",-0.685572875198028,"Second"
"3682",22,87,112,112,NA,2001,"Rural","Bandundu",5349,2,"Primary","Masculin","50 ans et plus",-0.686463390185876,"Second"
"3683",22,87,112,112,NA,2001,"Rural","Bandundu",5350,2,"Primary","Masculin","25 a 49 ans",-0.687163080533471,"Second"
"3684",22,87,112,112,NA,2001,"Rural","Bandundu",5351,1,"Secondary+","Masculin","25 a 49 ans",-0.421165014741001,"Fourth"
"3685",22,87,112,112,NA,2001,"Rural","Bandundu",5352,NA,NA,NA,NA,NA,NA
"3686",22,87,112,112,NA,2001,"Rural","Bandundu",5353,0,"Secondary+","Masculin"," < 25 ans",-0.606424265243809,"Middle"
"3687",22,87,112,112,NA,2001,"Rural","Bandundu",5354,3,"Secondary+","Masculin","25 a 49 ans",-0.199857265246881,"Fourth"
"3688",22,87,112,112,NA,2001,"Rural","Bandundu",5355,3,"Primary","Masculin","50 ans et plus",-0.687117646095316,"Second"
"3689",22,87,112,112,NA,2001,"Rural","Bandundu",5356,1,"Secondary+","Masculin","50 ans et plus",-0.312593024743742,"Fourth"
"3690",22,87,112,112,NA,2001,"Rural","Bandundu",5357,2,"Secondary+","Masculin","25 a 49 ans",-0.528928870108236,"Middle"
"3691",22,87,112,112,NA,2001,"Rural","Bandundu",5358,1,"Secondary+","Masculin","25 a 49 ans",-0.764407634831149,"Poorest"
"3692",22,87,112,112,NA,2001,"Rural","Bandundu",5359,1,"Secondary+","Masculin","25 a 49 ans",-0.686845039466383,"Second"
"3693",22,87,112,112,NA,2001,"Rural","Bandundu",5360,3,"Secondary+","Masculin","25 a 49 ans",-0.559340622200833,"Middle"
"3694",22,87,112,112,NA,2001,"Rural","Bandundu",5361,1,"Secondary+","Masculin","25 a 49 ans",-0.571912228127351,"Middle"
"3695",22,87,112,112,NA,2001,"Rural","Bandundu",5362,4,"Primary","Masculin","50 ans et plus",-0.525715508056447,"Middle"
"3696",22,87,112,112,NA,2001,"Rural","Bandundu",5363,2,"Secondary+","Masculin","25 a 49 ans",-0.526669631257713,"Middle"
"3697",22,87,112,112,NA,2001,"Rural","Bandundu",5364,1,"Secondary+","Masculin","25 a 49 ans",-0.0898519025456393,"Fourth"
"3698",22,88,113,113,NA,2001,"Rural","Bandundu",5228,1,"Primary","Masculin","25 a 49 ans",-0.712804216619739,"Poorest"
"3699",22,88,113,113,NA,2001,"Rural","Bandundu",5229,2,"Primary","Masculin","25 a 49 ans",-0.711532052351384,"Poorest"
"3700",22,88,113,113,NA,2001,"Rural","Bandundu",5230,1,"Secondary+","Masculin","25 a 49 ans",-0.711532052351384,"Poorest"
"3701",22,88,113,113,NA,2001,"Rural","Bandundu",5231,1,"None","Masculin","25 a 49 ans",-0.764407634831149,"Poorest"
"3702",22,88,113,113,NA,2001,"Rural","Bandundu",5232,1,"Primary","Masculin","25 a 49 ans",-0.71025988808303,"Poorest"
"3703",22,88,113,113,NA,2001,"Rural","Bandundu",5233,1,"Primary","Masculin","25 a 49 ans",-0.714712463022271,"Poorest"
"3704",22,88,113,113,NA,2001,"Rural","Bandundu",5234,0,"None","Masculin","25 a 49 ans",-0.766951963367858,"Poorest"
"3705",22,88,113,113,NA,2001,"Rural","Bandundu",5235,1,"None","Masculin"," < 25 ans",-0.763135470562795,"Poorest"
"3706",22,88,113,113,NA,2001,"Rural","Bandundu",5236,1,"Secondary+","Masculin","25 a 49 ans",-0.711532052351384,"Poorest"
"3707",22,88,113,113,NA,2001,"Rural","Bandundu",5237,1,"None","Masculin"," < 25 ans",-0.764407634831149,"Poorest"
"3708",22,88,113,113,NA,2001,"Rural","Bandundu",5238,1,"None","Masculin","25 a 49 ans",-0.764407634831149,"Poorest"
"3709",22,88,113,113,NA,2001,"Rural","Bandundu",5239,5,"Secondary+","Masculin","50 ans et plus",-0.626972553510668,"Second"
"3710",22,88,113,113,NA,2001,"Rural","Bandundu",5240,2,"None","Masculin","25 a 49 ans",-0.763135470562795,"Poorest"
"3711",22,88,113,113,NA,2001,"Rural","Bandundu",5241,2,"None","Masculin","50 ans et plus",-0.755502484952667,"Poorest"
"3712",22,88,113,113,NA,2001,"Rural","Bandundu",5242,1,"None","Masculin","25 a 49 ans",-0.71025988808303,"Poorest"
"3713",22,88,113,113,NA,2001,"Rural","Bandundu",5243,0,"None","Feminin","50 ans et plus",-0.765679799099504,"Poorest"
"3714",22,88,113,113,NA,2001,"Rural","Bandundu",5244,2,"Primary","Masculin","25 a 49 ans",-0.711532052351384,"Poorest"
"3715",22,88,113,113,NA,2001,"Rural","Bandundu",5245,2,"Secondary+","Masculin","25 a 49 ans",-0.76186330629444,"Poorest"
"3716",22,88,113,113,NA,2001,"Rural","Bandundu",5246,1,"None","Masculin","25 a 49 ans",-0.76186330629444,"Poorest"
"3717",22,88,113,113,NA,2001,"Rural","Bandundu",5247,1,"Primary","Masculin","25 a 49 ans",-0.763135470562795,"Poorest"
"3718",22,88,113,113,NA,2001,"Rural","Bandundu",5248,2,"Primary","Masculin","25 a 49 ans",-0.681120300258787,"Second"
"3719",22,88,113,113,NA,2001,"Rural","Bandundu",5249,1,"None","Masculin","50 ans et plus",-0.712804216619739,"Poorest"
"3720",22,88,113,113,NA,2001,"Rural","Bandundu",5250,1,"None","Feminin","50 ans et plus",-0.712804216619739,"Poorest"
"3721",22,88,113,113,NA,2001,"Rural","Bandundu",5251,1,"Primary","Feminin","25 a 49 ans",-0.76186330629444,"Poorest"
"3722",22,88,113,113,NA,2001,"Rural","Bandundu",5252,1,"None","Feminin","50 ans et plus",-0.711532052351384,"Poorest"
"3723",22,88,113,113,NA,2001,"Rural","Bandundu",5253,1,"Primary","Masculin","25 a 49 ans",-0.714076380888093,"Poorest"
"3724",22,88,113,113,NA,2001,"Rural","Bandundu",5254,1,"None","Masculin","25 a 49 ans",-0.764407634831149,"Poorest"
"3725",22,88,113,113,NA,2001,"Rural","Bandundu",5255,1,"None","Masculin"," < 25 ans",-0.715348545156448,"Poorest"
"3726",25,99,114,114,NA,2001,"Rural","Bandundu",5287,5,"Primary","Masculin","50 ans et plus",-0.632697292718263,"Second"
"3727",25,99,114,114,NA,2001,"Rural","Bandundu",5288,1,"Secondary+","Masculin","25 a 49 ans",-0.528196228379739,"Middle"
"3728",25,99,114,114,NA,2001,"Rural","Bandundu",5289,1,"Secondary+","Masculin","50 ans et plus",-0.635453648633031,"Second"
"3729",25,99,114,114,NA,2001,"Rural","Bandundu",5290,1,"Secondary+","Masculin","25 a 49 ans",-0.635453648633031,"Second"
"3730",25,99,114,114,NA,2001,"Rural","Bandundu",5291,1,"Secondary+","Masculin","25 a 49 ans",-0.636725812901386,"Second"
"3731",25,99,114,114,NA,2001,"Rural","Bandundu",5292,2,"Secondary+","Masculin","25 a 49 ans",-0.635029593876913,"Second"
"3732",25,99,114,114,NA,2001,"Rural","Bandundu",5293,2,"Secondary+","Masculin","25 a 49 ans",-0.633969456986618,"Second"
"3733",25,99,114,114,NA,2001,"Rural","Bandundu",5294,3,"Secondary+","Masculin","25 a 49 ans",-0.684936793063851,"Second"
"3734",25,99,114,114,NA,2001,"Rural","Bandundu",5295,1,"Secondary+","Masculin","25 a 49 ans",-0.577424939956887,"Middle"
"3735",25,99,114,114,NA,2001,"Rural","Bandundu",5296,1,"Primary","Feminin","50 ans et plus",-0.633333374852441,"Second"
"3736",25,99,114,114,NA,2001,"Rural","Bandundu",5297,2,"Secondary+","Masculin","25 a 49 ans",-0.636725812901386,"Second"
"3737",25,99,114,114,NA,2001,"Rural","Bandundu",5298,3,"Primary","Masculin","50 ans et plus",-0.637404300511175,"Second"
"3738",25,99,114,114,NA,2001,"Rural","Bandundu",5299,3,"Secondary+","Masculin","50 ans et plus",-0.684618751996762,"Second"
"3739",25,99,114,114,NA,2001,"Rural","Bandundu",5300,3,"Secondary+","Masculin","25 a 49 ans",-0.633333374852441,"Second"
"3740",25,99,114,114,NA,2001,"Rural","Bandundu",5301,1,"Secondary+","Masculin","25 a 49 ans",-0.317484422104303,"Fourth"
"3741",25,99,114,114,NA,2001,"Rural","Bandundu",5302,4,"Primary","Masculin","25 a 49 ans",-0.633651415919529,"Second"
"3742",25,99,114,114,NA,2001,"Rural","Bandundu",5303,5,"Primary","Masculin","50 ans et plus",-0.632697292718263,"Second"
"3743",25,99,114,114,NA,2001,"Rural","Bandundu",5304,1,"Secondary+","Feminin","25 a 49 ans",-0.686208957332205,"Second"
"3744",25,99,114,114,NA,2001,"Rural","Bandundu",5305,2,"Secondary+","Masculin","25 a 49 ans",-0.524125302721004,"Middle"
"3745",25,99,114,114,NA,2001,"Rural","Bandundu",5306,2,"Secondary+","Masculin","25 a 49 ans",-0.00482178449168847,"Fourth"
"3746",25,99,114,114,NA,2001,"Rural","Bandundu",5307,1,"Secondary+","Masculin","25 a 49 ans",-0.63587770338915,"Second"
"3747",25,99,114,114,NA,2001,"Rural","Bandundu",5308,2,"Secondary+","Masculin","25 a 49 ans",-0.635114404828137,"Second"
"3748",25,99,114,114,NA,2001,"Rural","Bandundu",5309,2,"Primary","Masculin","50 ans et plus",-0.686633012088324,"Second"
"3749",25,99,114,114,NA,2001,"Rural","Bandundu",5310,2,"Secondary+","Masculin","25 a 49 ans",-0.633333374852441,"Second"
"3750",25,99,114,114,NA,2001,"Rural","Bandundu",5311,2,"Primary","Masculin","25 a 49 ans",-0.685360847819969,"Second"
"3751",25,99,114,114,NA,2001,"Rural","Bandundu",5312,1,"Secondary+","Masculin","25 a 49 ans",-0.351348489447401,"Fourth"
"3752",23,93,115,115,NA,2001,"Rural","Bandundu",452,2,"Secondary+","Masculin","25 a 49 ans",-0.291066567480982,"Fourth"
"3753",23,93,115,115,NA,2001,"Rural","Bandundu",453,1,"Secondary+","Masculin","25 a 49 ans",-0.450728657321362,"Middle"
"3754",23,93,115,115,NA,2001,"Rural","Bandundu",454,3,"Secondary+","Masculin","25 a 49 ans",-0.448608383540771,"Middle"
"3755",23,93,115,115,NA,2001,"Rural","Bandundu",455,2,"None","Masculin","25 a 49 ans",-0.333873274977268,"Fourth"
"3756",23,93,115,115,NA,2001,"Rural","Bandundu",456,1,"None","Feminin","25 a 49 ans",-0.658203322847769,"Second"
"3757",23,93,115,115,NA,2001,"Rural","Bandundu",457,1,"None","Masculin"," < 25 ans",-0.766315881233681,"Poorest"
"3758",23,93,115,115,NA,2001,"Rural","Bandundu",458,1,"Primary","Masculin","50 ans et plus",-0.300699194437257,"Fourth"
"3759",23,93,115,115,NA,2001,"Rural","Bandundu",459,1,"Primary","Masculin","25 a 49 ans",-0.716196654668684,"Poorest"
"3760",23,93,115,115,NA,2001,"Rural","Bandundu",460,0,"None","Feminin","50 ans et plus",-0.712804216619739,"Poorest"
"3761",23,93,115,115,NA,2001,"Rural","Bandundu",461,1,"Primary","Masculin","25 a 49 ans",-0.651842501505996,"Second"
"3762",23,93,115,115,NA,2001,"Rural","Bandundu",462,1,"Secondary+","Masculin","25 a 49 ans",-0.765679799099504,"Poorest"
"3763",23,93,115,115,NA,2001,"Rural","Bandundu",463,1,"None","Masculin","50 ans et plus",-0.659475487116124,"Second"
"3764",23,93,115,115,NA,2001,"Rural","Bandundu",464,1,"Secondary+","Masculin","25 a 49 ans",-0.557432375798301,"Middle"
"3765",23,93,115,115,NA,2001,"Rural","Bandundu",465,1,"Primary","Masculin","50 ans et plus",-0.713440298753916,"Poorest"
"3766",23,93,115,115,NA,2001,"Rural","Bandundu",466,2,"None","Feminin","25 a 49 ans",-0.659475487116124,"Second"
"3767",23,93,115,115,NA,2001,"Rural","Bandundu",467,3,"Secondary+","Masculin","25 a 49 ans",-0.707715559546321,"Second"
"3768",23,93,115,115,NA,2001,"Rural","Bandundu",468,1,"Primary","Masculin","50 ans et plus",-0.659475487116124,"Second"
"3769",23,93,115,115,NA,2001,"Rural","Bandundu",469,1,"Secondary+","Masculin","25 a 49 ans",-0.712804216619739,"Poorest"
"3770",23,93,115,115,NA,2001,"Rural","Bandundu",470,0,"Primary","Masculin","25 a 49 ans",-0.709806741059179,"Poorest"
