"","HI1A","HI1B","HI1C","HI1D","HI1E","HI3Y","HI6","HI7","HI2","HI11","EDUC","HL33","AGEREC","WLTHSCOR","WLTHIND5"
"1",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4249,1,"Secondary+","Masculin","25 a 49 ans",2.44167511690754,"Richest"
"2",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4250,1,"Secondary+","Masculin","25 a 49 ans",2.49874495735196,"Richest"
"3",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4251,5,"Secondary+","Masculin","50 ans et plus",2.84655019950825,"Richest"
"4",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4252,5,"Secondary+","Masculin","50 ans et plus",2.53281636961816,"Richest"
"5",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4253,1,"Secondary+","Masculin","25 a 49 ans",2.5390093352221,"Richest"
"6",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4254,2,"Secondary+","Masculin","25 a 49 ans",2.56894621361615,"Richest"
"7",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4255,2,"Secondary+","Feminin","25 a 49 ans",2.46147509723049,"Richest"
"8",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4256,1,"Secondary+","Feminin","25 a 49 ans",2.44803884670069,"Richest"
"9",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4257,3,"Secondary+","Feminin","25 a 49 ans",2.36007206320503,"Richest"
"10",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4258,8,"Secondary+","Feminin","25 a 49 ans",2.64823365402053,"Richest"
"11",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4259,2,"Secondary+","Masculin","50 ans et plus",2.58071709405394,"Richest"
"12",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4260,NA,NA,NA,NA,NA,NA
"13",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4261,3,"Secondary+","Masculin","25 a 49 ans",2.25710284336931,"Richest"
"14",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4262,2,"Secondary+","Masculin","25 a 49 ans",2.60468285179048,"Richest"
"15",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4263,2,"Secondary+","Masculin","50 ans et plus",2.6520501468256,"Richest"
"16",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4264,1,"Secondary+","Masculin","25 a 49 ans",2.92074898283922,"Richest"
"17",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4265,3,"Secondary+","Masculin","50 ans et plus",2.57550127557669,"Richest"
"18",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4266,1,"Secondary+","Masculin","25 a 49 ans",2.32941116705703,"Richest"
"19",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4267,4,"Secondary+","Masculin","25 a 49 ans",2.76834552531061,"Richest"
"20",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4268,2,"Secondary+","Masculin","50 ans et plus",2.52836379467892,"Richest"
"21",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4269,2,"Secondary+","Masculin","25 a 49 ans",2.45037114785934,"Richest"
"22",1,4,NA,NA,1,2001,"Urbain","Kinshasa",4270,2,"Secondary+","Masculin","25 a 49 ans",2.646325407618,"Richest"
"23",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4193,1,"Secondary+","Masculin","50 ans et plus",0.48400230938873,"Fourth"
"24",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4194,2,"Secondary+","Masculin","25 a 49 ans",2.20420139747988,"Richest"
"25",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4195,1,"Secondary+","Masculin","25 a 49 ans",2.3179306824738,"Richest"
"26",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4196,1,"Secondary+","Feminin","25 a 49 ans",2.27163309147224,"Richest"
"27",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4197,3,"Secondary+","Feminin","25 a 49 ans",2.16383100592072,"Richest"
"28",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4198,3,"Secondary+","Masculin","25 a 49 ans",2.63450567922988,"Richest"
"29",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4199,0,"Secondary+","Masculin","25 a 49 ans",1.91510376153237,"Richest"
"30",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4200,1,"Secondary+","Masculin","25 a 49 ans",1.55607856662681,"Richest"
"31",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4201,3,"Secondary+","Feminin","25 a 49 ans",2.12285262994404,"Richest"
"32",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4202,1,"Secondary+","Masculin","50 ans et plus",1.20027415297222,"Richest"
"33",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4203,0,"Secondary+","Masculin","50 ans et plus",-0.0656267667526447,"Fourth"
"34",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4204,1,"Secondary+","Masculin","25 a 49 ans",1.83030266608528,"Richest"
"35",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4205,7,"Secondary+","Masculin","50 ans et plus",2.08782115302065,"Richest"
"36",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4206,1,"Secondary+","Masculin","25 a 49 ans",2.40685566736221,"Richest"
"37",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4207,1,"Secondary+","Masculin","25 a 49 ans",2.19452487149759,"Richest"
"38",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4208,2,"Secondary+","Masculin","25 a 49 ans",1.76815570746744,"Richest"
"39",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4209,2,"Secondary+","Masculin","25 a 49 ans",1.48663195780115,"Richest"
"40",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4210,1,"Non-standard curriculum","Masculin","25 a 49 ans",1.44347654728619,"Richest"
"41",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4211,0,"Primary","Feminin","50 ans et plus",-0.341177004741111,"Fourth"
"42",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4212,1,"Secondary+","Masculin","25 a 49 ans",2.08612493399617,"Richest"
"43",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4213,1,"Non-standard curriculum","Masculin","50 ans et plus",2.25148382654077,"Richest"
"44",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4214,1,"Secondary+","Masculin","25 a 49 ans",1.195953751881,"Richest"
"45",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4215,1,"Non-standard curriculum","Feminin"," < 25 ans",1.67874731806891,"Richest"
"46",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4216,6,"Primary","Masculin","25 a 49 ans",2.51440749535138,"Richest"
"47",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4217,1,"Secondary+","Masculin","25 a 49 ans",0.603006137482188,"Fourth"
"48",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4218,1,"Secondary+","Masculin","25 a 49 ans",1.15573629400448,"Richest"
"49",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4219,2,"Secondary+","Masculin","25 a 49 ans",1.65453517888246,"Richest"
"50",1,6,NA,NA,2,2001,"Urbain","Kinshasa",4220,3,"Secondary+","Masculin","25 a 49 ans",2.51237834390021,"Richest"
"51",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3519,1,"Secondary+","Masculin","50 ans et plus",1.63102798055601,"Richest"
"52",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3520,1,"Primary","Masculin","25 a 49 ans",0.490190842479829,"Fourth"
"53",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3521,1,"Missing/DK","Masculin","25 a 49 ans",0.838685486290196,"Richest"
"54",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3522,1,"Secondary+","Masculin","25 a 49 ans",0.458189403169574,"Fourth"
"55",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3523,2,"Primary","Feminin","25 a 49 ans",0.297439147164505,"Fourth"
"56",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3524,1,"Secondary+","Feminin","25 a 49 ans",0.0199806627735061,"Fourth"
"57",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3525,0,"Secondary+","Masculin","50 ans et plus",-0.600598668927743,"Middle"
"58",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3526,1,"None","Masculin","25 a 49 ans",-0.490926567157977,"Middle"
"59",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3527,1,"Primary","Masculin","25 a 49 ans",0.251844260379487,"Fourth"
"60",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3528,0,"Secondary+","Masculin","50 ans et plus",-0.596782176122679,"Middle"
"61",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3529,2,"Missing/DK","Masculin","25 a 49 ans",0.246119521171892,"Fourth"
"62",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3530,0,"Secondary+","Masculin","50 ans et plus",0.0764248921481278,"Fourth"
"63",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3531,1,"None","Feminin","50 ans et plus",-0.0275224704140432,"Fourth"
"64",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3532,1,"Secondary+","Masculin","25 a 49 ans",0.248027767574424,"Fourth"
"65",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3533,1,"Secondary+","Masculin","25 a 49 ans",1.01456305471934,"Richest"
"66",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3534,2,"Primary","Feminin","25 a 49 ans",0.8874607837461,"Richest"
"67",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3535,1,"Missing/DK","Masculin","25 a 49 ans",0.248027767574424,"Fourth"
"68",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3536,2,"Secondary+","Masculin","25 a 49 ans",0.136013585885045,"Fourth"
"69",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3537,0,"Primary","Masculin","50 ans et plus",-0.518326737438609,"Middle"
"70",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3538,3,"Secondary+","Masculin","25 a 49 ans",2.70566905507608,"Richest"
"71",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3539,2,"Secondary+","Masculin","50 ans et plus",2.40176701028879,"Richest"
"72",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3540,1,"Missing/DK","Masculin","25 a 49 ans",1.67056698349952,"Richest"
"73",1,15,NA,NA,3,2001,"Urbain","Kinshasa",3541,1,"Missing/DK","Masculin","25 a 49 ans",2.05266296017564,"Richest"
"74",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3722,2,"Primary","Masculin"," < 25 ans",1.06298606225986,"Richest"
"75",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3723,1,"Secondary+","Masculin","25 a 49 ans",0.530119609036546,"Fourth"
"76",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3724,1,"Secondary+","Masculin","25 a 49 ans",1.06871080146746,"Richest"
"77",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3725,1,"Secondary+","Masculin","25 a 49 ans",1.62528859903291,"Richest"
"78",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3726,1,"Primary","Masculin","25 a 49 ans",1.00947439764592,"Richest"
"79",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3727,5,"Secondary+","Masculin","50 ans et plus",2.79073931697513,"Richest"
"80",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3728,2,"Secondary+","Masculin","50 ans et plus",2.16482264336612,"Richest"
"81",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3729,1,"Secondary+","Masculin","25 a 49 ans",1.33253228124807,"Richest"
"82",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3730,1,"Primary","Masculin","25 a 49 ans",0.533936101841609,"Fourth"
"83",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3731,NA,NA,NA,NA,NA,NA
"84",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3732,4,"Secondary+","Masculin","25 a 49 ans",2.16865717873671,"Richest"
"85",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3733,2,"Secondary+","Masculin","25 a 49 ans",2.63526897779089,"Richest"
"86",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3734,1,"Secondary+","Masculin","25 a 49 ans",2.78840701581648,"Richest"
"87",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3735,1,"Secondary+","Masculin","25 a 49 ans",2.40176701028879,"Richest"
"88",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3736,2,"Primary","Feminin","50 ans et plus",2.40074927887411,"Richest"
"89",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3737,1,"Primary","Masculin","50 ans et plus",-0.0592659454108721,"Fourth"
"90",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3738,2,"Secondary+","Masculin","25 a 49 ans",2.06195127806164,"Richest"
"91",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3739,2,"Secondary+","Masculin","25 a 49 ans",2.3567033533713,"Richest"
"92",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3740,2,"Primary","Feminin","50 ans et plus",1.06489430866239,"Richest"
"93",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3741,1,"Secondary+","Masculin","25 a 49 ans",1.36816184235403,"Richest"
"94",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3742,1,"None","Feminin","50 ans et plus",-0.0114790200045255,"Fourth"
"95",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3743,6,"Secondary+","Masculin","50 ans et plus",1.97047946204087,"Richest"
"96",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3744,1,"Primary","Masculin","25 a 49 ans",0.352969876339049,"Fourth"
"97",1,17,NA,NA,4,2001,"Urbain","Kinshasa",3745,NA,NA,NA,NA,NA,NA
"98",1,6,NA,NA,5,2001,"Urbain","Kinshasa",4522,3,"Non-standard curriculum","Feminin","50 ans et plus",2.17213224553875,"Richest"
"99",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4523,1,"Secondary+","Masculin","25 a 49 ans",2.22546497020055,"Richest"
"100",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4524,2,"Secondary+","Masculin","25 a 49 ans",2.21910414885878,"Richest"
"101",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4525,3,"Secondary+","Masculin","25 a 49 ans",1.90600640110287,"Richest"
"102",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4526,1,"Primary","Feminin","25 a 49 ans",1.56298206808443,"Richest"
"103",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4527,3,"None","Feminin","50 ans et plus",0.654863988547269,"Richest"
"104",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4528,2,"Secondary+","Masculin","25 a 49 ans",2.42397575630704,"Richest"
"105",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4529,1,"Secondary+","Masculin","25 a 49 ans",2.21783198459042,"Richest"
"106",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4530,1,"Secondary+","Masculin","25 a 49 ans",2.14679582517105,"Richest"
"107",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4531,2,"None","Feminin","50 ans et plus",2.25021166227242,"Richest"
"108",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4532,1,"Secondary+","Masculin","25 a 49 ans",2.25148382654077,"Richest"
"109",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4533,2,"Non-standard curriculum","Masculin","25 a 49 ans",2.08994142680124,"Richest"
"110",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4534,5,"Secondary+","Masculin","50 ans et plus",2.16489114281101,"Richest"
"111",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4535,5,"Non-standard curriculum","Masculin","50 ans et plus",2.51186316681467,"Richest"
"112",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4536,0,"Secondary+","Masculin","25 a 49 ans",2.24575908733317,"Richest"
"113",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4537,3,"Secondary+","Feminin","25 a 49 ans",2.24639516946735,"Richest"
"114",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4538,5,"Secondary+","Feminin","25 a 49 ans",1.9345695859798,"Richest"
"115",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4539,2,"Primary","Feminin","50 ans et plus",1.38159137092277,"Richest"
"116",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4540,3,"Non-standard curriculum","Feminin","50 ans et plus",1.0674386371991,"Richest"
"117",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4541,3,"Secondary+","Masculin","25 a 49 ans",2.04202291560617,"Richest"
"118",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4542,4,"Primary","Feminin","50 ans et plus",2.44125106215142,"Richest"
"119",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4543,2,"Secondary+","Feminin","25 a 49 ans",1.76831254512633,"Richest"
"120",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4544,4,"Secondary+","Masculin","25 a 49 ans",2.40473539358162,"Richest"
"121",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4545,1,"Secondary+","Masculin","25 a 49 ans",2.51271127632691,"Richest"
"122",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4546,2,"Secondary+","Masculin","25 a 49 ans",2.25021166227242,"Richest"
"123",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4547,0,"Secondary+","Masculin","25 a 49 ans",2.50825870138767,"Richest"
"124",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4548,0,"Secondary+","Masculin","25 a 49 ans",2.39985876388626,"Richest"
"125",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4549,1,"Primary","Feminin","25 a 49 ans",1.61405603091436,"Richest"
"126",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4550,4,"Non-standard curriculum","Feminin","25 a 49 ans",2.4043113388255,"Richest"
"127",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4551,1,"Secondary+","Masculin","25 a 49 ans",1.0674386371991,"Richest"
"128",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4552,2,"Secondary+","Masculin","25 a 49 ans",1.90059970296236,"Richest"
"129",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4553,1,"Non-standard curriculum","Masculin","50 ans et plus",2.14679582517105,"Richest"
"130",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4554,1,"Secondary+","Masculin","25 a 49 ans",2.0173533461415,"Richest"
"131",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4555,0,"Secondary+","Masculin","25 a 49 ans",0.944405395264845,"Richest"
"132",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4556,3,"Primary","Feminin","50 ans et plus",1.35950890055274,"Richest"
"133",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4557,1,"Non-standard curriculum","Masculin","25 a 49 ans",2.40558350309385,"Richest"
"134",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4558,3,"Secondary+","Masculin","50 ans et plus",2.33157896038166,"Richest"
"135",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4559,1,"Secondary+","Masculin","25 a 49 ans",2.40303917455714,"Richest"
"136",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4560,0,"Secondary+","Masculin","25 a 49 ans",2.50889478352185,"Richest"
"137",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4561,1,"Secondary+","Masculin","50 ans et plus",2.71800693853129,"Richest"
"138",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4562,1,"Secondary+","Masculin","25 a 49 ans",2.40176701028879,"Richest"
"139",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4563,1,"Secondary+","Masculin","25 a 49 ans",2.35830107403296,"Richest"
"140",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4564,2,"Secondary+","Masculin","50 ans et plus",2.24957558013824,"Richest"
"141",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4565,1,"Secondary+","Masculin","25 a 49 ans",2.78713485154813,"Richest"
"142",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4566,1,"Secondary+","Masculin","25 a 49 ans",2.40176701028879,"Richest"
"143",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4567,2,"Secondary+","Masculin","25 a 49 ans",2.24830341586988,"Richest"
"144",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4568,1,"Secondary+","Masculin","25 a 49 ans",2.40240309242297,"Richest"
"145",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4569,0,"Secondary+","Masculin","25 a 49 ans",2.24575908733317,"Richest"
"146",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4570,2,"Secondary+","Masculin","50 ans et plus",2.24830341586988,"Richest"
"147",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4571,1,"Secondary+","Masculin","25 a 49 ans",2.40367525669132,"Richest"
"148",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4572,2,"Non-standard curriculum","Feminin","50 ans et plus",2.33157896038166,"Richest"
"149",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4573,1,"Secondary+","Masculin","25 a 49 ans",2.52781564816452,"Richest"
"150",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4574,1,"Secondary+","Masculin","25 a 49 ans",2.51652776913197,"Richest"
"151",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4575,1,"Secondary+","Masculin","25 a 49 ans",2.25148382654077,"Richest"
"152",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4576,1,"Secondary+","Masculin","50 ans et plus",2.40303917455714,"Richest"
"153",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4577,1,"Secondary+","Masculin","50 ans et plus",1.61660035945107,"Richest"
"154",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4578,0,"Secondary+","Masculin","25 a 49 ans",2.5101669477902,"Richest"
"155",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4579,1,"Secondary+","Masculin","25 a 49 ans",2.40303917455714,"Richest"
"156",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4580,4,"Secondary+","Masculin","25 a 49 ans",2.24809138849182,"Richest"
"157",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4581,2,"Secondary+","Masculin","25 a 49 ans",2.35776349026159,"Richest"
"158",1,7,NA,NA,5,2001,"Urbain","Kinshasa",4582,3,"Secondary+","Masculin","50 ans et plus",2.40240309242297,"Richest"
"159",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4307,6,"None","Masculin","25 a 49 ans",2.28782987320813,"Richest"
"160",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4308,1,"Secondary+","Masculin","50 ans et plus",2.25402815507748,"Richest"
"161",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4309,3,"Secondary+","Feminin","25 a 49 ans",2.36115592831054,"Richest"
"162",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4310,1,"None","Feminin","25 a 49 ans",1.91605140033764,"Richest"
"163",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4311,1,"Secondary+","Masculin","25 a 49 ans",1.96259821797131,"Richest"
"164",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4312,6,"Secondary+","Masculin","25 a 49 ans",2.09248575533795,"Richest"
"165",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4313,1,"Missing/DK","Masculin","25 a 49 ans",2.40303917455714,"Richest"
"166",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4314,3,"Secondary+","Masculin","50 ans et plus",2.24936355276018,"Richest"
"167",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4315,1,"Secondary+","Masculin","25 a 49 ans",2.68445965325431,"Richest"
"168",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4316,2,"Secondary+","Feminin","25 a 49 ans",1.91414315393511,"Richest"
"169",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4317,1,"Secondary+","Masculin","25 a 49 ans",2.39175755187979,"Richest"
"170",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4318,NA,NA,NA,NA,NA,NA
"171",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4319,1,"Secondary+","Masculin","25 a 49 ans",2.40176701028879,"Richest"
"172",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4320,1,"Secondary+","Masculin","25 a 49 ans",1.59913715977667,"Richest"
"173",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4321,0,"Secondary+","Masculin","25 a 49 ans",2.33073085086942,"Richest"
"174",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4322,1,"Secondary+","Masculin","25 a 49 ans",2.39922268175208,"Richest"
"175",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4323,1,"Secondary+","Masculin","25 a 49 ans",2.119860518436,"Richest"
"176",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4324,3,"Primary","Feminin","50 ans et plus",2.36134422747338,"Richest"
"177",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4325,0,"Secondary+","Masculin","50 ans et plus",2.50781091841634,"Richest"
"178",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4326,0,"Secondary+","Masculin"," < 25 ans",2.03679700130228,"Richest"
"179",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4327,0,"Secondary+","Feminin","50 ans et plus",1.61405603091436,"Richest"
"180",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4328,4,"Secondary+","Feminin","25 a 49 ans",1.1372455708417,"Richest"
"181",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4329,4,"Secondary+","Feminin","25 a 49 ans",2.4043113388255,"Richest"
"182",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4330,1,"Secondary+","Masculin","25 a 49 ans",1.7606795595162,"Richest"
"183",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4331,1,"Missing/DK","Masculin","25 a 49 ans",2.24766733373571,"Richest"
"184",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4332,0,"Secondary+","Masculin","25 a 49 ans",2.24766733373571,"Richest"
"185",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4333,2,"Secondary+","Masculin","50 ans et plus",2.25275599080912,"Richest"
"186",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4334,1,"Secondary+","Masculin","25 a 49 ans",1.4475818117603,"Richest"
"187",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4335,3,"Secondary+","Masculin","25 a 49 ans",2.40303917455714,"Richest"
"188",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4336,2,"Secondary+","Masculin","25 a 49 ans",2.12240484697271,"Richest"
"189",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4337,1,"Secondary+","Masculin","25 a 49 ans",2.31151746987578,"Richest"
"190",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4338,1,"Secondary+","Masculin","25 a 49 ans",2.10173100254787,"Richest"
"191",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4339,1,"Secondary+","Masculin","25 a 49 ans",1.86098909802372,"Richest"
"192",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4340,1,"Secondary+","Masculin","25 a 49 ans",2.6343073392634,"Richest"
"193",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4341,5,"Secondary+","Masculin","25 a 49 ans",2.35797551763965,"Richest"
"194",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4342,3,"Secondary+","Masculin","25 a 49 ans",1.91986789314271,"Richest"
"195",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4343,NA,NA,NA,NA,NA,NA
"196",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4344,NA,NA,NA,NA,NA,NA
"197",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4345,2,"None","Feminin","50 ans et plus",1.8308372189707,"Richest"
"198",1,2,NA,NA,6,2001,"Urbain","Kinshasa",4346,1,"Secondary+","Masculin","25 a 49 ans",1.83338154750741,"Richest"
